49,INT3305,7.73358
49,INT3117,6.7811
49,INT2044,5.98278
49,INT3108,7.51078
49,INT3309,6.70287
49,INE1151,6.70285
49,INT3501,7.30585
49,INT3505,7.19082
49,INT3216,7.05422
49,INT3402,6.83179
49,ELT2029,6.46093
49,INT3310,7.79793
49,INT3304,6.73168
49,INE1150,6.7011
49,FLF2104,8.11075
49,INT3212,6.74253
49,INT3406,6.93608
49,INT3211,6.8646
49,INT3403,7.30992
49,ELT2028,7.90651
49,INT3106,6.77198
49,INT3407,7.25187
49,INT3303,6.82247
49,INT3111,7.51368
49,ELT2031,6.7034
49,JAP2003,6.70186
49,INT2020,7.02616
49,INT3105,6.97801
49,ELT3056,6.8489
49,INT3120,6.84644
49,INT3411,6.56138
49,FLF2105,6.70336
49,INT3109,7.05055
49,INT3201,7.45355
49,INT3414,7.97505
49,INT3404,7.09193
49,MAT1099,7.65522
49,INT3307,7.04158
49,ELT3144,6.83395
49,INT3217,7.07786
49,INT3506,7.98217
49,INT3213,7.7087
49,INT3405,6.81014
